2021-06-14 10:27:04,555 [main.py         | 48] INFO: Start to run instance_1
2021-06-14 10:27:32,635 [simulate_environment.py | 246] INFO: 2021-06-14 01:50:00, Item 0038220005-1: state = 1 < 2, we can not finish the simulation
2021-06-14 10:27:32,635 [simulate_environment.py | 96] INFO: **************************************************
2021-06-14 10:27:32,635 [simulate_environment.py | 100] INFO: cur time: 2021-06-14 02:00:00, pre time: 2021-06-14 01:50:00
2021-06-14 10:27:32,635 [simulate_environment.py | 136] INFO: Start to update the input of 2021-06-14 02:00:00
2021-06-14 10:27:32,645 [simulate_environment.py | 163] INFO: Get 3 unallocated order items, 6 ongoing order items, 0 completed order items
2021-06-14 10:27:33,994 [simulate_environment.py | 246] INFO: 2021-06-14 02:00:00, Item 0038220005-1: state = 1 < 2, we can not finish the simulation
2021-06-14 10:27:33,994 [simulate_environment.py | 96] INFO: **************************************************
2021-06-14 10:27:33,994 [simulate_environment.py | 100] INFO: cur time: 2021-06-14 02:10:00, pre time: 2021-06-14 02:00:00
2021-06-14 10:27:33,994 [simulate_environment.py | 136] INFO: Start to update the input of 2021-06-14 02:10:00
2021-06-14 10:27:34,005 [simulate_environment.py | 163] INFO: Get 1 unallocated order items, 9 ongoing order items, 0 completed order items
2021-06-14 10:27:35,432 [simulate_environment.py | 246] INFO: 2021-06-14 02:10:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2021-06-14 10:27:35,432 [simulate_environment.py | 96] INFO: **************************************************
2021-06-14 10:27:35,432 [simulate_environment.py | 100] INFO: cur time: 2021-06-14 02:20:00, pre time: 2021-06-14 02:10:00
2021-06-14 10:27:35,432 [simulate_environment.py | 136] INFO: Start to update the input of 2021-06-14 02:20:00
2021-06-14 10:27:35,442 [simulate_environment.py | 163] INFO: Get 1 unallocated order items, 8 ongoing order items, 1 completed order items
2021-06-14 10:27:36,778 [simulate_environment.py | 246] INFO: 2021-06-14 02:20:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2021-06-14 10:27:36,778 [simulate_environment.py | 96] INFO: **************************************************
2021-06-14 10:27:36,779 [simulate_environment.py | 100] INFO: cur time: 2021-06-14 02:30:00, pre time: 2021-06-14 02:20:00
2021-06-14 10:27:36,779 [simulate_environment.py | 136] INFO: Start to update the input of 2021-06-14 02:30:00
2021-06-14 10:27:36,787 [simulate_environment.py | 163] INFO: Get 1 unallocated order items, 8 ongoing order items, 1 completed order items
2021-06-14 10:27:38,134 [simulate_environment.py | 246] INFO: 2021-06-14 02:30:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2021-06-14 10:27:38,134 [simulate_environment.py | 96] INFO: **************************************************
2021-06-14 10:27:38,134 [simulate_environment.py | 100] INFO: cur time: 2021-06-14 02:40:00, pre time: 2021-06-14 02:30:00
2021-06-14 10:27:38,134 [simulate_environment.py | 136] INFO: Start to update the input of 2021-06-14 02:40:00
2021-06-14 10:27:38,147 [simulate_environment.py | 163] INFO: Get 2 unallocated order items, 8 ongoing order items, 1 completed order items
