order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
11540044,0,1,0,0.5,0:11:54,4:11:54,120,120,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
12180045,1,0,0,1,0:12:18,4:12:18,4320,4320,d1f8de642d734931be957336196d996d,2445d4bd004c457d95957d6ecf77f759
12270046,0,2,0,1,0:12:27,4:12:27,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
12360047,2,0,0,2,0:12:36,4:12:36,480,480,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
12390048,0,1,0,0.5,0:12:39,4:12:39,120,120,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
13030049,0,0,2,0.5,0:13:03,4:13:03,120,120,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
13190050,1,0,0,1,0:13:19,4:13:19,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
13190051,0,0,1,0.25,0:13:19,4:13:19,60,60,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
14060052,0,0,3,0.75,0:14:06,4:14:06,180,180,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
14110053,1,0,0,1,0:14:11,4:14:11,240,240,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
15190054,0,0,1,0.25,0:15:19,4:15:19,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
15300055,0,0,1,0.25,0:15:30,4:15:30,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
15350056,0,2,0,1,0:15:35,4:15:35,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
15380057,0,1,0,0.5,0:15:38,4:15:38,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
15470058,2,1,0,2.5,0:15:47,4:15:47,600,600,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
16290059,5,0,0,5,0:16:29,4:16:29,1200,1200,99f05d5e71104b04838cff91b231a002,f6faef4b36e743328800b961aced4a2c
16340060,0,0,1,0.25,0:16:34,4:16:34,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
16590061,0,1,0,0.5,0:16:59,4:16:59,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
16590062,1,0,0,1,0:16:59,4:16:59,240,240,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
17040063,2,0,0,2,0:17:04,4:17:04,480,480,2445d4bd004c457d95957d6ecf77f759,3ad35edbd14b4dae8e5808d0b7e82a1a
17070064,0,0,1,0.25,0:17:07,4:17:07,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
17280065,0,6,0,3,0:17:28,4:17:28,720,720,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
17440066,0,1,0,0.5,0:17:44,4:17:44,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
17440067,0,1,0,0.5,0:17:44,4:17:44,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
17440068,0,1,0,0.5,0:17:44,4:17:44,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
17440069,0,1,0,0.5,0:17:44,4:17:44,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
17510070,0,1,0,0.5,0:17:51,4:17:51,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
18000071,1,1,0,1.5,0:18:00,4:18:00,360,360,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
18010072,0,0,1,0.25,0:18:01,4:18:01,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
18150073,0,0,1,0.25,0:18:15,4:18:15,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
18200074,0,4,1,2.25,0:18:20,4:18:20,540,540,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
18200075,0,2,0,1,0:18:20,4:18:20,240,240,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
18340076,0,0,1,0.25,0:18:34,4:18:34,60,60,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
18500077,0,0,1,0.25,0:18:50,4:18:50,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
20000078,2,0,1,2.25,0:20:00,4:20:00,540,540,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
20050079,0,1,0,0.5,0:20:05,4:20:05,120,120,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
20360080,0,0,1,0.25,0:20:36,4:20:36,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
20540081,0,0,1,0.25,0:20:54,4:20:54,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
20540082,0,0,1,0.25,0:20:54,4:20:54,60,60,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
21080083,1,1,0,1.5,0:21:08,4:21:08,360,360,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
21250084,0,0,1,0.25,0:21:25,4:21:25,60,60,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
21370085,0,0,1,0.25,0:21:37,4:21:37,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
22000086,0,0,2,0.5,0:22:00,4:22:00,120,120,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
22190087,0,0,1,0.25,0:22:19,4:22:19,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
22240088,0,1,0,0.5,0:22:24,4:22:24,120,120,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
22260089,0,0,1,0.25,0:22:26,4:22:26,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
22380090,1,0,0,1,0:22:38,4:22:38,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
22380091,1,0,3,1.75,0:22:38,4:22:38,420,420,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
22380092,0,1,0,0.5,0:22:38,4:22:38,120,120,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
22590093,0,0,1,0.25,0:22:59,4:22:59,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
23030094,0,0,1,0.25,0:23:03,4:23:03,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
23390095,0,2,0,1,0:23:39,4:23:39,240,240,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
24140096,0,0,1,0.25,0:24:14,4:24:14,60,60,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24140097,1,0,0,1,0:24:14,4:24:14,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24140098,0,1,0,0.5,0:24:14,4:24:14,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24230099,0,0,1,0.25,0:24:23,4:24:23,60,60,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
24370100,2,0,0,2,0:24:37,4:24:37,480,480,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
24470101,1,0,0,1,0:24:47,4:24:47,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
24510102,0,1,0,0.5,0:24:51,4:24:51,120,120,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
24560103,1,0,0,1,0:24:56,4:24:56,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24580104,0,1,0,0.5,0:24:58,4:24:58,120,120,5920212e6b0b46b198b9677bfe74f35d,b6dd694ae05541dba369a2a759d2c2b9
24590105,0,1,1,0.75,0:24:59,4:24:59,180,180,5920212e6b0b46b198b9677bfe74f35d,b6dd694ae05541dba369a2a759d2c2b9
25220106,0,0,1,0.25,0:25:22,4:25:22,60,60,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
25290107,1,1,0,1.5,0:25:29,4:25:29,360,360,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
25460108,4,0,0,4,0:25:46,4:25:46,3840,3840,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
26070109,0,0,1,0.25,0:26:07,4:26:07,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
26140110,1,0,0,1,0:26:14,4:26:14,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
27030111,4,0,0,4,0:27:03,4:27:03,4080,4080,d1f8de642d734931be957336196d996d,5920212e6b0b46b198b9677bfe74f35d
27050112,0,0,1,0.25,0:27:05,4:27:05,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
27340113,0,0,1,0.25,0:27:34,4:27:34,60,60,9f1a09c368584eba9e7f10a53d55caae,ffd0ed8719f54294a452ed3e3b6a986c
27380114,0,0,1,0.25,0:27:38,4:27:38,60,60,f6faef4b36e743328800b961aced4a2c,32ab2049f3fb437881ff3912470d7840
27470115,5,0,0,5,0:27:47,4:27:47,1200,1200,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
27590116,1,0,0,1,0:27:59,4:27:59,240,240,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
28020117,0,1,0,0.5,0:28:02,4:28:02,120,120,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
28320118,3,0,0,3,0:28:32,4:28:32,720,720,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
28350119,0,0,1,0.25,0:28:35,4:28:35,60,60,206128e3ee9a458d9cfd053cedc0fad6,ffd0ed8719f54294a452ed3e3b6a986c
28580120,0,0,1,0.25,0:28:58,4:28:58,60,60,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
29540121,0,2,0,1,0:29:54,4:29:54,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
29550122,0,0,1,0.25,0:29:55,4:29:55,60,60,ee187c7680604a9fa1f3d3837610c11a,b6dd694ae05541dba369a2a759d2c2b9
30080123,0,0,1,0.25,0:30:08,4:30:08,60,60,206128e3ee9a458d9cfd053cedc0fad6,ffd0ed8719f54294a452ed3e3b6a986c
30110124,0,0,1,0.25,0:30:11,4:30:11,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
30290125,0,0,1,0.25,0:30:29,4:30:29,60,60,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
30300126,0,2,0,1,0:30:30,4:30:30,240,240,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
30340127,6,0,0,6,0:30:34,4:30:34,1440,1440,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
30370128,1,0,0,1,0:30:37,4:30:37,240,240,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
32570129,0,0,2,0.5,0:32:57,4:32:57,120,120,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
32580130,0,0,1,0.25,0:32:58,4:32:58,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
33240131,0,1,0,0.5,0:33:24,4:33:24,120,120,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
33400132,0,0,1,0.25,0:33:40,4:33:40,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
33420133,1,0,0,1,0:33:42,4:33:42,240,240,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
33490134,1,2,0,2,0:33:49,4:33:49,480,480,32ab2049f3fb437881ff3912470d7840,5e2e9efa5ade4984bb18af66028bc0c8
33560135,1,0,0,1,0:33:56,4:33:56,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
33560136,1,0,0,1,0:33:56,4:33:56,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
33560137,1,0,0,1,0:33:56,4:33:56,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
34360138,0,0,3,0.75,0:34:36,4:34:36,180,180,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
34360139,0,0,1,0.25,0:34:36,4:34:36,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
34460140,0,0,1,0.25,0:34:46,4:34:46,60,60,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
34500141,0,1,0,0.5,0:34:50,4:34:50,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
34500142,0,1,0,0.5,0:34:50,4:34:50,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
34500143,0,1,0,0.5,0:34:50,4:34:50,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
34500144,0,1,0,0.5,0:34:50,4:34:50,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
35110145,0,4,0,2,0:35:11,4:35:11,480,480,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
35190146,0,1,0,0.5,0:35:19,4:35:19,120,120,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
35300147,1,0,2,1.5,0:35:30,4:35:30,360,360,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
35390148,9,0,0,9,0:35:39,4:35:39,2160,2160,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
35400149,0,0,1,0.25,0:35:40,4:35:40,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
35470150,0,3,0,1.5,0:35:47,4:35:47,360,360,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
36010151,0,0,1,0.25,0:36:01,4:36:01,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
36100152,0,0,5,1.25,0:36:10,4:36:10,300,300,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
36130153,0,0,1,0.25,0:36:13,4:36:13,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
36290154,0,0,3,0.75,0:36:29,4:36:29,180,180,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
36410155,0,0,1,0.25,0:36:41,4:36:41,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
36410156,0,0,1,0.25,0:36:41,4:36:41,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
36450157,2,2,0,3,0:36:45,4:36:45,720,720,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
37180158,0,0,1,0.25,0:37:18,4:37:18,60,60,9f1a09c368584eba9e7f10a53d55caae,ffd0ed8719f54294a452ed3e3b6a986c
37180159,4,0,0,4,0:37:18,4:37:18,4320,4320,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
37390160,1,0,0,1,0:37:39,4:37:39,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
37510161,1,0,0,1,0:37:51,4:37:51,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
38400162,2,0,0,2,0:38:40,4:38:40,480,480,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
39060163,3,0,0,3,0:39:06,4:39:06,720,720,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
39060164,0,0,1,0.25,0:39:06,4:39:06,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
39160165,6,0,0,6,0:39:16,4:39:16,1440,1440,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
39410166,0,0,1,0.25,0:39:41,4:39:41,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
40070167,2,1,0,2.5,0:40:07,4:40:07,600,600,5920212e6b0b46b198b9677bfe74f35d,9f1a09c368584eba9e7f10a53d55caae
40100168,1,0,0,1,0:40:10,4:40:10,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
40350169,1,0,0,1,0:40:35,4:40:35,240,240,99f05d5e71104b04838cff91b231a002,f6faef4b36e743328800b961aced4a2c
40420170,0,1,0,0.5,0:40:42,4:40:42,120,120,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
40590171,0,1,0,0.5,0:40:59,4:40:59,120,120,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
41510172,1,0,0,1,0:41:51,4:41:51,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
42090173,8,0,0,8,0:42:09,4:42:09,1920,1920,9f1a09c368584eba9e7f10a53d55caae,2445d4bd004c457d95957d6ecf77f759
42210174,9,0,0,9,0:42:21,4:42:21,2160,2160,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
42210175,1,3,0,2.5,0:42:21,4:42:21,600,600,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
44210176,0,0,1,0.25,0:44:21,4:44:21,60,60,f6faef4b36e743328800b961aced4a2c,32ab2049f3fb437881ff3912470d7840
44370177,0,0,1,0.25,0:44:37,4:44:37,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
44370178,0,0,1,0.25,0:44:37,4:44:37,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
45200179,0,0,5,1.25,0:45:20,4:45:20,300,300,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
45270180,0,0,1,0.25,0:45:27,4:45:27,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
45270181,0,0,1,0.25,0:45:27,4:45:27,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
46160182,0,1,0,0.5,0:46:16,4:46:16,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
46250183,0,0,1,0.25,0:46:25,4:46:25,60,60,5920212e6b0b46b198b9677bfe74f35d,b6dd694ae05541dba369a2a759d2c2b9
46440184,0,0,4,1,0:46:44,4:46:44,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
46490185,1,0,0,1,0:46:49,4:46:49,240,240,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
46490186,0,1,0,0.5,0:46:49,4:46:49,120,120,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
46490187,1,0,0,1,0:46:49,4:46:49,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
46490188,1,0,0,1,0:46:49,4:46:49,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
47000189,1,0,0,1,0:47:00,4:47:00,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
47010190,1,0,0,1,0:47:01,4:47:01,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
